C0,C1,C2,C3,C4
1.0715451389372128,0.5085287014888015,0.10426886220294522,0.3961658868245525,0.0
0.8700145746187646,0.5204973512720968,0.12911970470435946,0.388453175987283,0.01890922725549184
0.7464077829688325,0.5195154734892046,0.15301932146214883,0.3663454054848559,0.04263668458212459
0.606531435190195,0.5755746615591224,0.1753624961258297,0.36304730551372105,0.06458377344289347
0.5775222168206235,0.582371304444739,0.18051573938631496,0.33547401665751503,0.07677042899708564
0.517204759477841,0.5749721828951929,0.20238532491068995,0.3505812574389803,0.10162265343992392
0.4731437337034833,0.5809575353446306,0.20361492764707942,0.3171173830445868,0.12558004195725983
0.4214888067538338,0.5553510641578834,0.20309316745437864,0.3256294541617738,0.13203869602638998
0.3952181151648993,0.5473820310342137,0.22088873515544552,0.3027686148822857,0.1664016066762306
0.3571996541362663,0.5530586150614584,0.19044007008397437,0.31302961902351883,0.16978098750480475
0.3184556864722265,0.5907646875339629,0.2079197126187382,0.27230557136179934,0.1802204719528034
0.3223353943763737,0.557929959246643,0.21659901518364985,0.2879853368412908,0.21504094648683758
0.2994982118488953,0.520307496530081,0.20718046607802915,0.27170381667812193,0.22140064835736867
0.2880942328559944,0.5337665776855147,0.2136707515031929,0.2738907304222129,0.22715844858919784
0.2525239815716651,0.5028417918610484,0.2089088503984553,0.279494353616982,0.2558734465965901
0.23225149570002243,0.49391588761862437,0.20765672871218663,0.25063023641922705,0.2402306654979933
0.21670152508296212,0.5105502737914136,0.23460703208760933,0.24512721802856083,0.2934788740181926
0.1953292028764028,0.47392789020614423,0.21494440273263243,0.2451748459270635,0.2768356731638384
0.2037046828786653,0.44284921928692755,0.2069407751698411,0.25480231570595585,0.3017614925363173
0.1766672547096318,0.44842638529644663,0.2155849727572308,0.230551092932818,0.305193201917497
0.16624524188159712,0.45763225876675573,0.20007046487545554,0.24770785699705045,0.3271780474316563
0.16368302701513293,0.44913237093335,0.20600334400625825,0.23178468157691862,0.3444669493761932
0.16557798391842127,0.4595298497803762,0.19850004562007337,0.23107561213989009,0.33209312061383667
0.1495798891077392,0.4165782970711267,0.20492447941137953,0.23657712838911707,0.36498755836441155
0.13487629433193427,0.4323690138366434,0.17821349491852223,0.241869500633869,0.35972585336249424
0.1297867172557737,0.4184582441240327,0.19107294998576563,0.23056650515828692,0.3635867551323698
0.13017842333278629,0.4005765368651088,0.1826675531334441,0.23023117435472726,0.38003300772370696
0.12004343229906635,0.4078625605841029,0.1698687029567135,0.23292072785462162,0.3770220948211294
0.11148687922116575,0.3941193440622147,0.18184712543509104,0.22932721053723126,0.3891033630376544
0.10858138233621713,0.3654538700108185,0.1647321015487332,0.20580655297176387,0.4263341360257142
0.10760319188263813,0.38655240806267355,0.17776037979280035,0.22523771334206927,0.41682237188072163
0.10757808071279797,0.3452451847381999,0.16655044778724573,0.228719317990151,0.4472691907982897
0.0904539695759687,0.3562813397505402,0.16389456091302226,0.23672517854184172,0.4434332832981896
0.08866880995638757,0.34808392152150897,0.15622984244998503,0.2441121791426868,0.4256449666844702
0.0841506957620379,0.3466077795429201,0.15751971409585913,0.23055449589590865,0.4173271840698517
0.07511925164348186,0.3240552909201325,0.13726861199052587,0.2242304326780428,0.4465418631879437
0.07665034826787556,0.32635395402503703,0.1451253299044738,0.21392952417989314,0.4714547851966034
0.07308214645769777,0.31823094796958484,0.13754324809389973,0.2223263768605981,0.4738699187648129
0.07626751746198798,0.32589826221651597,0.13908738331097875,0.2274519761841143,0.4647402892266787
0.06955760953976264,0.2971410631565687,0.13377599752317682,0.23074896050704272,0.5072782918992755
0.06266543459043401,0.3014421714262313,0.13380113635194393,0.21100848426783594,0.45967680086800344
0.06591261091787791,0.29128638822050873,0.12292700959394293,0.21985857347658455,0.47547192320416637
0.06074192831256908,0.2733252878685975,0.13296472207536042,0.22397597803937402,0.5095945134178972
0.054995845703456434,0.3125853390416033,0.13174538717485318,0.2320914902964395,0.5582236512557317
0.05538291902733896,0.2757706289229106,0.11637932885867595,0.21733751788976846,0.5278138457510038
0.05318819786110327,0.25477776320804807,0.11412913351922194,0.20963244362463931,0.5039812832615693
0.05048367409508894,0.28029220598208143,0.1123758882581998,0.20753202002343657,0.5434132329058409
0.05031534269493453,0.24879074282020244,0.11352301102043233,0.20953368851804335,0.5510866896297989
0.04395153779473328,0.258401105790525,0.11305483478841699,0.20621325430470902,0.562208723215599
0.04592657716702675,0.2580553292849346,0.09723837515263244,0.2178755277409899,0.5382338403966954
0.04644651361059785,0.23804727050035956,0.09686941163024791,0.21906175114376553,0.5347296666134205
0.04439499557860602,0.23531403796111228,0.09242192663932336,0.21532121660404915,0.5601063337392765
0.043128766941672635,0.2295385190190197,0.08962118950182113,0.21837445768584257,0.5717602423051383
0.04151474330114398,0.22869697588048224,0.08515766175983903,0.20384870993782112,0.6035107149705954
0.0405137499764588,0.21065242237385917,0.08981988703750077,0.2099459977023075,0.619768582207727
0.035156572357432594,0.209852028068456,0.08201420304242862,0.2028123003430976,0.559656058141778
0.03662373539404648,0.21513907104279573,0.08855501130885676,0.20552002649575268,0.568900293860534
0.03156533887493881,0.22086485569806108,0.08407293605617641,0.2143545409841175,0.583952620024693
0.032044871052315696,0.21309792019166032,0.07553481836570089,0.20328051024489893,0.5838313557856573
0.029200003416836838,0.21782895437091532,0.07334128444642068,0.18758390021923796,0.605444000983736
