C0,C1,C2,C3,C4
2.1430902778744256,1.5255861044664045,1.0426886220294522,1.1884976604736575,0.0
1.1265222650413707,1.4879738335717894,1.0382503678607775,1.0067969475269214,0.3139768930091351
0.7446819950968777,1.3025033013931642,1.0129851838605177,0.8496581477345955,0.6333942680102463
0.5037483393694837,1.2636198624296735,0.9765827287780803,0.7832778019737491,0.8653923058603167
0.4153083635578169,1.128884860510705,0.8594108651140995,0.6938587980106306,0.9401491350508564
0.3312494530306145,0.9907611011622246,0.8334842387320534,0.7100888861911139,1.1512039581797437
0.2737017190412611,0.8954475625494497,0.7321023259195569,0.6380386275066822,1.3291134480137194
0.22307462783150742,0.7689695585232894,0.6420779832103128,0.65707392703279,1.3159852610998064
0.19297532400364303,0.6830639740864023,0.6175757508501809,0.6164080289832946,1.5718144316200342
0.16160172689214342,0.6234050687841213,0.47311703700377317,0.6452117847480853,1.5279332329187043
0.1342288436262607,0.6023867873442295,0.46072944142660033,0.5694793171234923,1.5516910031365987
0.1271531577825432,0.5152296179882094,0.429473877733127,0.6118154528229726,1.7774069264927577
0.11083574879100834,0.4355258602168705,0.36864366279461724,0.5865753727907694,1.7618074304340536
0.10007732083638295,0.40521532262825977,0.34207009909009367,0.600719216559316,1.744593805671946
0.08245320722803405,0.3463426932489701,0.30157166129036356,0.62253901286217,1.9005581324392324
0.07140375243087523,0.30873316188030847,0.2708010153875791,0.5666656247875252,1.7288253699781837
0.0628422888103933,0.28965530775927495,0.2768329053283434,0.5622742912166491,2.0495066896915795
0.05349447038467001,0.2440426029138632,0.22983517377067744,0.5701901649150344,1.8786912356642262
0.0526824635652447,0.20694543709675042,0.20080882492534363,0.6003515956998016,1.9925817683698412
0.043140106475500574,0.19012038770384937,0.19009279075621122,0.5499285487865484,1.9631612831654295
0.03833827526841636,0.17600924413965524,0.16049428446098218,0.5977627355700126,2.052358509303662
0.03566264320502007,0.15669978526264924,0.1505123278873213,0.565536534198639,2.109231853690497
0.03409760565598893,0.14544642021903897,0.1322334179193421,0.5697337940859211,1.9867075317297327
0.0291231271688445,0.11961584018689721,0.12459046558584118,0.5891147615524829,2.1350903494844835
0.024827847632522587,0.11261244622225351,0.09897645384105369,0.6079824919174658,2.059320675422061
